01:01,02:02,03:03,04:04,05:05,06:06,07:07,08:08,09:09,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,00:00,synchrosum,subjectivesynchro,subjectivemood,productivity,unlocks,heartratedaily,heartrateresting,stepsphone,weight,skinproblems,sleepphone,sleepband,sleepavg,sleepdifference,sleep_fallasleep_time,sleepwakeupavg,sleepwakeupband,sleepwakeupphone,sleepwakeupquality,statehealth,staterelationship,stateselfesteem,stateinteligence,statesocialskill,stateimmerse,stres,workload,stimmg,stimsum,methylphenidatetabs,methylphenidatemg,alcohol,dietkcal,dietcarbs,dietprotein,dietfats,ageofmoon,earthsundistance,void,ocount,oquality,misssum,subjectivemisses,singletrialmean,singletrialsum,moonphase,id,weekcount,date,day_of_the_week,luck
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.888,1.009922,NULL,NULL,NULL,7,NULL,NULL,NULL,63.85,222,33,2020-08-27 00:00:00,czw,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,-1,NULL,NULL,NULL,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.888,1.0096917,NULL,NULL,NULL,5,NULL,NULL,NULL,73.87,223,33,2020-08-28 00:00:00,pia,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,1,NULL,NULL,NULL,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.888,1.0094584,NULL,NULL,NULL,4,NULL,NULL,NULL,82.59,224,33,2020-08-29 00:00:00,sob,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,1,NULL,NULL,NULL,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.888,1.0092224,NULL,NULL,NULL,7,NULL,NULL,NULL,89.71,225,33,2020-08-30 00:00:00,nie,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,-1,4,NULL,NULL,NULL,101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.888,1.0089833,NULL,NULL,NULL,9,NULL,NULL,NULL,95.02,226,34,2020-08-31 00:00:00,pon,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.888,1.0087419,NULL,NULL,NULL,11,NULL,NULL,NULL,98.39,227,34,2020-09-01 00:00:00,wto,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,2,NULL,NULL,NULL,63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.888,1.0084978,NULL,NULL,NULL,7,NULL,NULL,NULL,99.78,228,34,2020-09-02 00:00:00,sro,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.888,1.0082511,NULL,NULL,NULL,6,NULL,NULL,NULL,99.23,229,34,2020-09-03 00:00:00,czw,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,-1,-1,4,NULL,NULL,NULL,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.888,1.0080019,NULL,NULL,NULL,9,NULL,NULL,NULL,96.85,230,34,2020-09-04 00:00:00,pia,NULL
-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.888,1.0077506,NULL,NULL,NULL,4,NULL,NULL,NULL,92.78,231,34,2020-09-05 00:00:00,sob,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17.888,1.0074971,NULL,NULL,NULL,7,NULL,NULL,NULL,87.21,232,34,2020-09-06 00:00:00,nie,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.888,1.0072409,NULL,NULL,NULL,9,NULL,NULL,NULL,80.32,233,35,2020-09-07 00:00:00,pon,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.888,1.0069829,NULL,NULL,NULL,4,NULL,NULL,NULL,72.34,234,35,2020-09-08 00:00:00,wto,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20.888,1.0067228,NULL,NULL,NULL,5,NULL,NULL,NULL,63.48,235,35,2020-09-09 00:00:00,sro,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.888,1.0064605,NULL,NULL,NULL,6,NULL,NULL,NULL,53.98,236,35,2020-09-10 00:00:00,czw,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.888,1.0061965,NULL,NULL,NULL,6,NULL,NULL,NULL,44.11,237,35,2020-09-11 00:00:00,pia,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.888,1.0059305,NULL,NULL,NULL,6,NULL,NULL,NULL,34.19,238,35,2020-09-12 00:00:00,sob,NULL
-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.888,1.0056626,NULL,NULL,NULL,7,NULL,NULL,NULL,24.63,239,35,2020-09-13 00:00:00,nie,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.888,1.0053931,NULL,NULL,NULL,3,NULL,NULL,NULL,15.91,240,36,2020-09-14 00:00:00,pon,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.888,1.0051219,NULL,NULL,NULL,5,NULL,NULL,NULL,sie.59,241,36,2020-09-15 00:00:00,wto,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.888,1.0048492,NULL,NULL,NULL,7,NULL,NULL,NULL,mar.28,242,36,2020-09-16 00:00:00,sro,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.888,1.0045749,NULL,NULL,NULL,10,NULL,NULL,NULL,0.51,243,36,2020-09-17 00:00:00,czw,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,1,NULL,NULL,NULL,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.542,1.0042992,NULL,NULL,NULL,10,NULL,NULL,NULL,0.63,244,36,2020-09-18 00:00:00,pia,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,-1,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,-1,4,NULL,NULL,NULL,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.542,1.004022,NULL,NULL,NULL,4,NULL,NULL,NULL,mar.75,245,36,2020-09-19 00:00:00,sob,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.542,1.0037439,NULL,NULL,NULL,8,NULL,NULL,NULL,wrz.64,246,36,2020-09-20 00:00:00,nie,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.542,1.0034641,NULL,NULL,NULL,7,NULL,NULL,NULL,17.sie,247,37,2020-09-21 00:00:00,pon,NULL
-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,-1,-1,-1,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.542,1.0031835,NULL,NULL,NULL,4,NULL,NULL,NULL,27.58,248,37,2020-09-22 00:00:00,wto,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.542,1.0029017,NULL,NULL,NULL,8,NULL,NULL,NULL,38.28,249,37,2020-09-23 00:00:00,sro,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.542,1.0026189,NULL,NULL,NULL,8,NULL,NULL,NULL,49.26,250,37,2020-09-24 00:00:00,czw,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,-1,-1,-1,NULL,NULL,4,NULL,NULL,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.542,1.0023354,NULL,NULL,NULL,7,NULL,NULL,NULL,59.95,251,37,2020-09-25 00:00:00,pia,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.542,1.002051,NULL,NULL,NULL,2,NULL,NULL,NULL,69.91,252,37,2020-09-26 00:00:00,sob,NULL
-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,4,NULL,NULL,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.542,1.0017661,NULL,NULL,NULL,5,NULL,NULL,NULL,78.79,253,37,2020-09-27 00:00:00,nie,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.542,1.0014802,NULL,NULL,NULL,5,NULL,NULL,NULL,86.32,254,38,2020-09-28 00:00:00,pon,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,2,NULL,NULL,NULL,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.542,1.0011941,NULL,NULL,NULL,10,NULL,NULL,NULL,92.3,255,38,2020-09-29 00:00:00,wto,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,-1,NULL,NULL,NULL,-1,-1,NULL,NULL,NULL,NULL,-1,NULL,NULL,5,NULL,NULL,NULL,111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,02.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.542,1.0009078,NULL,NULL,NULL,8,NULL,NULL,NULL,96.59,256,38,2020-09-30 00:00:00,sro,NULL
-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,03.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.542,1.0006208,NULL,NULL,NULL,6,NULL,NULL,NULL,99.11,257,38,2020-10-01 00:00:00,czw,NULL
-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,2,NULL,NULL,NULL,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,09.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.542,1.0003334,NULL,NULL,NULL,5,NULL,NULL,NULL,99.81,258,38,2020-10-02 00:00:00,pia,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,09.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.542,1.0000464,NULL,NULL,NULL,7,NULL,NULL,NULL,98.73,259,38,2020-10-03 00:00:00,sob,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,-1,4,NULL,NULL,NULL,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,09.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.542,0.999759,NULL,NULL,NULL,7,NULL,NULL,NULL,95.91,260,38,2020-10-04 00:00:00,nie,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,09.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17.542,0.9994717,NULL,NULL,NULL,10,NULL,NULL,NULL,91.46,261,39,2020-10-05 00:00:00,pon,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,09.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.542,0.9991842,NULL,NULL,NULL,10,NULL,NULL,NULL,85.52,262,39,2020-10-06 00:00:00,wto,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,09.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.542,0.9988971,NULL,NULL,NULL,11,NULL,NULL,NULL,78.24,263,39,2020-10-07 00:00:00,sro,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,09.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20.542,0.9986105,NULL,NULL,NULL,8,NULL,NULL,NULL,69.81,264,39,2020-10-08 00:00:00,czw,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,3,NULL,NULL,NULL,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,09.maj,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.542,0.9983239,NULL,NULL,NULL,6,NULL,NULL,NULL,60.44,265,39,2020-10-09 00:00:00,pia,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,-1,3,NULL,NULL,NULL,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.542,0.9980379,NULL,NULL,NULL,4,NULL,NULL,NULL,50.41,266,39,2020-10-10 00:00:00,sob,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.542,0.9977524,NULL,NULL,NULL,8,NULL,NULL,NULL,40.05,267,39,2020-10-11 00:00:00,nie,NULL
